,code_insee,nom_standard,nom_sans_pronom,nom_a,nom_de,nom_sans_accent,nom_standard_majuscule,typecom,typecom_texte,reg_code,reg_nom,dep_code,dep_nom,canton_code,canton_nom,epci_code,epci_nom,academie_code,academie_nom,code_postal,codes_postaux,zone_emploi,code_insee_centre_zone_emploi,code_unite_urbaine,nom_unite_urbaine,taille_unite_urbaine,type_commune_unite_urbaine,statut_commune_unite_urbaine,population,superficie_hectare,superficie_km2,densite,altitude_moyenne,altitude_minimale,altitude_maximale,latitude_mairie,longitude_mairie,latitude_centre,longitude_centre,grille_densite,grille_densite_texte,niveau_equipements_services,niveau_equipements_services_texte,gentile,url_wikipedia,url_villedereve
12910,34083,Combes,Combes,à Combes,de Combes,combes,COMBES,COM,commune,76,Occitanie,34,Hérault,3406,Clermont-l'Hérault,200042646,CC Grand Orb communauté de communes en Languedoc,11,Montpellier,34240,34240,07606,34032,34304,Bédarieux,3.0,UNITE URBAINE,B,322,1092,11,29.0,486,200.0,783.0,43.603,3.046,43.602,3.048,5,Bourgs ruraux,0.0,communes non pôle,,https://fr.wikipedia.org/wiki/fr:Combes (Hérault),https://villedereve.fr/ville/34083-combes
12911,34084,Corneilhan,Corneilhan,à Corneilhan,de Corneilhan,corneilhan,CORNEILHAN,COM,commune,76,Occitanie,34,Hérault,3403,Béziers-2,243400769,CA de Béziers-Méditerranée,11,Montpellier,34490,34490,07606,34032,34000,,0.0,HORS UNITE URBAINE,H,1663,1433,14,116.0,84,27.0,133.0,43.4,3.193,43.402,3.196,5,Bourgs ruraux,1.0,centres locaux d'équipements et de services,,https://fr.wikipedia.org/wiki/fr:Corneilhan,https://villedereve.fr/ville/34084-corneilhan
12912,34085,Coulobres,Coulobres,à Coulobres,de Coulobres,coulobres,COULOBRES,COM,commune,76,Occitanie,34,Hérault,3421,Pézenas,243400769,CA de Béziers-Méditerranée,11,Montpellier,34290,34290,07606,34032,34000,,0.0,HORS UNITE URBAINE,H,365,304,3,120.0,79,55.0,120.0,43.45,3.279,43.451,3.275,5,Bourgs ruraux,0.0,communes non pôle,Coulobrais,https://fr.wikipedia.org/wiki/fr:Coulobres,https://villedereve.fr/ville/34085-coulobres
12913,34086,Courniou,Courniou,à Courniou,de Courniou,courniou,COURNIOU,COM,commune,76,Occitanie,34,Hérault,3424,Saint-Pons-de-Thomières,200066348,CC du Minervois au Caroux,11,Montpellier,34220,34220,07606,34032,34000,,0.0,HORS UNITE URBAINE,H,616,3034,30,20.0,593,329.0,951.0,43.473,2.712,43.489,2.693,6,Rural à habitat dispersé,0.0,communes non pôle,Courniounais,https://fr.wikipedia.org/wiki/fr:Courniou,https://villedereve.fr/ville/34086-courniou
12914,34087,Cournonsec,Cournonsec,à Cournonsec,de Cournonsec,cournonsec,COURNONSEC,COM,commune,76,Occitanie,34,Hérault,3422,Pignan,243400017,Montpellier Méditerranée Métropole,11,Montpellier,34660,34660,07616,34172,34214,Cournonterral,2.0,UNITE URBAINE,B,3550,1218,12,291.0,74,34.0,156.0,43.55,3.707,43.54,3.703,3,Petites villes,1.0,centres locaux d'équipements et de services,Cournonsécois,https://fr.wikipedia.org/wiki/fr:Cournonsec,https://villedereve.fr/ville/34087-cournonsec
12915,34088,Cournonterral,Cournonterral,à Cournonterral,de Cournonterral,cournonterral,COURNONTERRAL,COM,commune,76,Occitanie,34,Hérault,3422,Pignan,243400017,Montpellier Méditerranée Métropole,11,Montpellier,34660,34660,07616,34172,34214,Cournonterral,2.0,UNITE URBAINE,C,6654,2877,29,231.0,104,29.0,320.0,43.556,3.717,43.569,3.706,3,Petites villes,2.0,centres intermédiaires d'équipements et de services,Cournonterralais (Cornalenc en occitan),https://fr.wikipedia.org/wiki/fr:Cournonterral,https://villedereve.fr/ville/34088-cournonterral
12916,34089,Creissan,Creissan,à Creissan,de Creissan,creissan,CREISSAN,COM,commune,76,Occitanie,34,Hérault,3424,Saint-Pons-de-Thomières,200042653,CC Sud-Hérault,11,Montpellier,34370,34370,07606,34032,34000,,0.0,HORS UNITE URBAINE,H,1371,860,9,159.0,130,73.0,201.0,43.375,3.009,43.377,3.0,5,Bourgs ruraux,1.0,centres locaux d'équipements et de services,Creissanais,https://fr.wikipedia.org/wiki/fr:Creissan,https://villedereve.fr/ville/34089-creissan
12917,34090,Le Crès,Crès,au Crès,du Crès,le-cres,LE CRÈS,COM,commune,76,Occitanie,34,Hérault,3407,Le Crès,243400017,Montpellier Méditerranée Métropole,11,Montpellier,34920,"34174, 34920",07616,34172,34701,Montpellier,7.0,UNITE URBAINE,B,9295,577,6,1611.0,50,29.0,0.0,43.65,3.938,43.654,3.936,1,Grands centres urbains,2.0,centres intermédiaires d'équipements et de services,,https://fr.wikipedia.org/wiki/fr:Le Crès,https://villedereve.fr/ville/34090-le-cres
12918,34091,Le Cros,Cros,au Cros,du Cros,le-cros,LE CROS,COM,commune,76,Occitanie,34,Hérault,3411,Lodève,200017341,CC Lodévois et Larzac,11,Montpellier,34520,34520,07614,12145,34000,,0.0,HORS UNITE URBAINE,H,57,2229,22,3.0,739,596.0,879.0,43.869,3.364,43.88,3.363,7,Rural à habitat très dispersé,0.0,communes non pôle,Crossiens,https://fr.wikipedia.org/wiki/fr:Le Cros,https://villedereve.fr/ville/34091-le-cros
12919,34092,Cruzy,Cruzy,à Cruzy,de Cruzy,cruzy,CRUZY,COM,commune,76,Occitanie,34,Hérault,3424,Saint-Pons-de-Thomières,200042653,CC Sud-Hérault,11,Montpellier,34310,34310,07606,34032,34000,,0.0,HORS UNITE URBAINE,H,953,2594,26,37.0,125,21.0,263.0,43.355,2.941,43.352,2.934,5,Bourgs ruraux,1.0,centres locaux d'équipements et de services,Cruzyates,https://fr.wikipedia.org/wiki/fr:Cruzy,https://villedereve.fr/ville/34092-cruzy
12920,34093,Dio-et-Valquières,Dio-et-Valquières,à Dio-et-Valquières,de Dio-et-Valquières,dio-et-valquieres,DIO-ET-VALQUIÈRES,COM,commune,76,Occitanie,34,Hérault,3406,Clermont-l'Hérault,200042646,CC Grand Orb communauté de communes en Languedoc,11,Montpellier,34650,34650,07606,34032,34000,,0.0,HORS UNITE URBAINE,H,149,1865,19,8.0,462,256.0,701.0,43.667,3.233,43.669,3.221,7,Rural à habitat très dispersé,0.0,communes non pôle,Diociens pour Dio et Valquierois pour ceux habitants à Valquières,https://fr.wikipedia.org/wiki/fr:Dio-et-Valquières,https://villedereve.fr/ville/34093-dio-et-valquieres
12921,34094,Espondeilhan,Espondeilhan,à Espondeilhan,d'Espondeilhan,espondeilhan,ESPONDEILHAN,COM,commune,76,Occitanie,34,Hérault,3404,Béziers-3,243400769,CA de Béziers-Méditerranée,11,Montpellier,34290,34290,07606,34032,34000,,0.0,HORS UNITE URBAINE,H,1162,510,5,228.0,93,60.0,123.0,43.439,3.262,43.437,3.258,5,Bourgs ruraux,1.0,centres locaux d'équipements et de services,Espondeilhanais,https://fr.wikipedia.org/wiki/fr:Espondeilhan,https://villedereve.fr/ville/34094-espondeilhan
12922,34095,Fabrègues,Fabrègues,à Fabrègues,de Fabrègues,fabregues,FABRÈGUES,COM,commune,76,Occitanie,34,Hérault,3422,Pignan,243400017,Montpellier Méditerranée Métropole,11,Montpellier,34690,"34690, 34433",07616,34172,34701,Montpellier,7.0,UNITE URBAINE,B,7197,3191,32,226.0,63,0.0,0.0,43.55,3.779,43.534,3.772,3,Petites villes,2.0,centres intermédiaires d'équipements et de services,"Fabrèguois, Fabrèguoise",https://fr.wikipedia.org/wiki/fr:Fabrègues,https://villedereve.fr/ville/34095-fabregues
12923,34096,Faugères,Faugères,à Faugères,de Faugères,faugeres,FAUGÈRES,COM,commune,76,Occitanie,34,Hérault,3405,Cazouls-lès-Béziers,200071058,CC Les Avant-Monts,11,Montpellier,34600,34600,07606,34032,34000,,0.0,HORS UNITE URBAINE,H,554,2604,26,21.0,322,170.0,544.0,43.565,3.191,43.569,3.184,6,Rural à habitat dispersé,0.0,communes non pôle,Faugerols,https://fr.wikipedia.org/wiki/fr:Faugères (Hérault),https://villedereve.fr/ville/34096-faugeres
12924,34097,Félines-Minervois,Félines-Minervois,à Félines-Minervois,de Félines-Minervois,felines-minervois,FÉLINES-MINERVOIS,COM,commune,76,Occitanie,34,Hérault,3424,Saint-Pons-de-Thomières,200066348,CC du Minervois au Caroux,11,Montpellier,34210,34210,07608,11069,34000,,0.0,HORS UNITE URBAINE,H,494,3021,30,16.0,374,143.0,916.0,43.332,2.601,43.354,2.582,6,Rural à habitat dispersé,0.0,communes non pôle,Félinois,https://fr.wikipedia.org/wiki/fr:Félines-Minervois,https://villedereve.fr/ville/34097-felines-minervois
12925,34098,Ferrals-les-Montagnes,Ferrals-les-Montagnes,à Ferrals-les-Montagnes,de Ferrals-les-Montagnes,ferrals-les-montagnes,FERRALS-LES-MONTAGNES,COM,commune,76,Occitanie,34,Hérault,3424,Saint-Pons-de-Thomières,200066348,CC du Minervois au Caroux,11,Montpellier,34210,34210,07610,81065,34000,,0.0,HORS UNITE URBAINE,H,150,2556,26,6.0,646,358.0,887.0,43.404,2.632,43.419,2.642,7,Rural à habitat très dispersé,0.0,communes non pôle,Ferralais,https://fr.wikipedia.org/wiki/fr:Ferrals-les-Montagnes,https://villedereve.fr/ville/34098-ferrals-les-montagnes
12926,34099,Ferrières-les-Verreries,Ferrières-les-Verreries,à Ferrières-les-Verreries,de Ferrières-les-Verreries,ferrieres-les-verreries,FERRIÈRES-LES-VERRERIES,COM,commune,76,Occitanie,34,Hérault,3411,Lodève,200022986,CC du Grand Pic Saint-Loup,11,Montpellier,34190,34190,07616,34172,34000,,0.0,HORS UNITE URBAINE,H,47,1734,17,3.0,289,206.0,421.0,43.878,3.798,43.868,3.8,7,Rural à habitat très dispersé,0.0,communes non pôle,,https://fr.wikipedia.org/wiki/fr:Ferrières-les-Verreries,https://villedereve.fr/ville/34099-ferrieres-les-verreries
12927,34100,Ferrières-Poussarou,Ferrières-Poussarou,à Ferrières-Poussarou,de Ferrières-Poussarou,ferrieres-poussarou,FERRIÈRES-POUSSAROU,COM,commune,76,Occitanie,34,Hérault,3424,Saint-Pons-de-Thomières,200066348,CC du Minervois au Caroux,11,Montpellier,34360,34360,07606,34032,34000,,0.0,HORS UNITE URBAINE,H,59,2575,26,2.0,534,203.0,728.0,43.486,2.898,43.483,2.904,7,Rural à habitat très dispersé,0.0,communes non pôle,Ferriérois,https://fr.wikipedia.org/wiki/fr:Ferrières-Poussarou,https://villedereve.fr/ville/34100-ferrieres-poussarou
12928,34101,Florensac,Florensac,à Florensac,de Florensac,florensac,FLORENSAC,COM,commune,76,Occitanie,34,Hérault,3421,Pézenas,243400819,CA Hérault-Méditerranée,11,Montpellier,34510,34510,07601,34003,34201,Florensac,2.0,UNITE URBAINE,I,5022,3586,36,140.0,19,1.0,0.0,43.384,3.465,43.386,3.464,3,Petites villes,2.0,centres intermédiaires d'équipements et de services,Florensacois,https://fr.wikipedia.org/wiki/fr:Florensac,https://villedereve.fr/ville/34101-florensac
12929,34102,Fontanès,Fontanès,à Fontanès,de Fontanès,fontanes,FONTANÈS,COM,commune,76,Occitanie,34,Hérault,3411,Lodève,200022986,CC du Grand Pic Saint-Loup,11,Montpellier,34270,34270,07616,34172,34000,,0.0,HORS UNITE URBAINE,H,353,832,8,42.0,119,88.0,241.0,43.794,3.914,43.794,3.918,6,Rural à habitat dispersé,0.0,communes non pôle,Fontanais,https://fr.wikipedia.org/wiki/fr:Fontanès (Hérault),https://villedereve.fr/ville/34102-fontanes
12930,34103,Fontès,Fontès,à Fontès,de Fontès,fontes,FONTÈS,COM,commune,76,Occitanie,34,Hérault,3414,Mèze,243400355,CC du Clermontais,11,Montpellier,34320,34320,07616,34172,34000,,0.0,HORS UNITE URBAINE,H,1053,1772,18,59.0,99,38.0,235.0,43.54,3.38,43.542,3.39,5,Bourgs ruraux,1.0,centres locaux d'équipements et de services,Fontésols,https://fr.wikipedia.org/wiki/fr:Fontès,https://villedereve.fr/ville/34103-fontes
12931,34104,Fos,Fos,à Fos,de Fos,fos,FOS,COM,commune,76,Occitanie,34,Hérault,3405,Cazouls-lès-Béziers,200071058,CC Les Avant-Monts,11,Montpellier,34320,34320,07606,34032,34000,,0.0,HORS UNITE URBAINE,H,128,653,7,20.0,301,171.0,464.0,43.566,3.246,43.568,3.242,6,Rural à habitat dispersé,0.0,communes non pôle,Fosséens,https://fr.wikipedia.org/wiki/fr:Fos (Hérault),https://villedereve.fr/ville/34104-fos
12932,34105,Fouzilhon,Fouzilhon,à Fouzilhon,de Fouzilhon,fouzilhon,FOUZILHON,COM,commune,76,Occitanie,34,Hérault,3405,Cazouls-lès-Béziers,200071058,CC Les Avant-Monts,11,Montpellier,34480,34480,07606,34032,34000,,0.0,HORS UNITE URBAINE,H,249,540,5,46.0,180,134.0,214.0,43.502,3.243,43.506,3.237,6,Rural à habitat dispersé,0.0,communes non pôle,Fouzilhonais,https://fr.wikipedia.org/wiki/fr:Fouzilhon,https://villedereve.fr/ville/34105-fouzilhon
12933,34106,Fozières,Fozières,à Fozières,de Fozières,fozieres,FOZIÈRES,COM,commune,76,Occitanie,34,Hérault,3411,Lodève,200017341,CC Lodévois et Larzac,11,Montpellier,34700,34700,07616,34172,34215,Lodève,2.0,UNITE URBAINE,B,188,540,5,35.0,387,171.0,680.0,43.752,3.358,43.751,3.356,6,Rural à habitat dispersé,0.0,communes non pôle,Foziériens,https://fr.wikipedia.org/wiki/fr:Fozières,https://villedereve.fr/ville/34106-fozieres
12934,34107,Fraisse-sur-Agout,Fraisse-sur-Agout,à Fraisse-sur-Agout,de Fraisse-sur-Agout,fraisse-sur-agout,FRAISSE-SUR-AGOUT,COM,commune,76,Occitanie,34,Hérault,3424,Saint-Pons-de-Thomières,200066553,CC des Monts de Lacaune et de la Montagne du Haut Languedoc,11,Montpellier,34330,34330,07610,81065,34000,,0.0,HORS UNITE URBAINE,H,339,5857,59,6.0,912,435.0,1111.0,43.606,2.798,43.593,2.797,7,Rural à habitat très dispersé,0.0,communes non pôle,fraïssignol,https://fr.wikipedia.org/wiki/fr:Fraisse-sur-Agout,https://villedereve.fr/ville/34107-fraisse-sur-agout
12935,34108,Frontignan,Frontignan,à Frontignan,de Frontignan,frontignan,FRONTIGNAN,COM,commune,76,Occitanie,34,Hérault,3408,Frontignan,200066355,CA Sète Agglopôle Méditerranée,11,Montpellier,34110,"34117, 34115, 34111, 34112, 34110, 34113, 34118",07623,34301,34501,Sète,5.0,UNITE URBAINE,C,23808,3984,40,598.0,28,0.0,223.0,43.446,3.756,43.448,3.749,2,Centres urbains intermédiaires,3.0,centres structurants d'équipements et de services,Frontignanais,https://fr.wikipedia.org/wiki/fr:Frontignan,https://villedereve.fr/ville/34108-frontignan
12936,34109,Gabian,Gabian,à Gabian,de Gabian,gabian,GABIAN,COM,commune,76,Occitanie,34,Hérault,3405,Cazouls-lès-Béziers,200071058,CC Les Avant-Monts,11,Montpellier,34320,34320,07606,34032,34000,,0.0,HORS UNITE URBAINE,H,843,1603,16,53.0,158,82.0,260.0,43.512,3.273,43.518,3.264,5,Bourgs ruraux,1.0,centres locaux d'équipements et de services,Gabianais,https://fr.wikipedia.org/wiki/fr:Gabian (Hérault),https://villedereve.fr/ville/34109-gabian
12937,34110,Galargues,Galargues,à Galargues,de Galargues,galargues,GALARGUES,COM,commune,76,Occitanie,34,Hérault,3412,Lunel,243400520,CC du Pays de Lunel,11,Montpellier,34160,34160,07616,34172,34000,,0.0,HORS UNITE URBAINE,H,756,1131,11,67.0,102,29.0,257.0,43.769,4.021,43.782,4.008,6,Rural à habitat dispersé,0.0,communes non pôle,Galargois,https://fr.wikipedia.org/wiki/fr:Galargues,https://villedereve.fr/ville/34110-galargues
12938,34111,Ganges,Ganges,à Ganges,de Ganges,ganges,GANGES,COM,commune,76,Occitanie,34,Hérault,3411,Lodève,243400736,CC des Cévennes Gangeoises et Suménoises,11,Montpellier,34190,34190,07603,30007,34212,Ganges,2.0,UNITE URBAINE,C,3984,726,7,549.0,260,138.0,540.0,43.936,3.709,43.946,3.705,3,Petites villes,3.0,centres structurants d'équipements et de services,"Gangeois, Gangeoises",https://fr.wikipedia.org/wiki/fr:Ganges,https://villedereve.fr/ville/34111-ganges
12939,34112,Garrigues,Garrigues,à Garrigues,de Garrigues,garrigues,GARRIGUES,COM,commune,76,Occitanie,34,Hérault,3412,Lunel,243400520,CC du Pays de Lunel,11,Montpellier,34160,34160,07616,34172,34000,,0.0,HORS UNITE URBAINE,H,231,486,5,48.0,108,58.0,221.0,43.795,4.014,43.798,4.01,6,Rural à habitat dispersé,0.0,communes non pôle,Garrigois,https://fr.wikipedia.org/wiki/fr:Garrigues (Hérault),https://villedereve.fr/ville/34112-garrigues
12940,34113,Gigean,Gigean,à Gigean,de Gigean,gigean,GIGEAN,COM,commune,76,Occitanie,34,Hérault,3408,Frontignan,200066355,CA Sète Agglopôle Méditerranée,11,Montpellier,34770,34770,07616,34172,34501,Sète,5.0,UNITE URBAINE,B,6565,1635,16,402.0,94,10.0,232.0,43.5,3.713,43.494,3.724,3,Petites villes,2.0,centres intermédiaires d'équipements et de services,Gigeannais,https://fr.wikipedia.org/wiki/fr:Gigean,https://villedereve.fr/ville/34113-gigean
12941,34114,Gignac,Gignac,à Gignac,de Gignac,gignac,GIGNAC,COM,commune,76,Occitanie,34,Hérault,3409,Gignac,243400694,CC Vallée de l'Hérault,11,Montpellier,34150,34150,07616,34172,34207,Gignac,2.0,UNITE URBAINE,I,6650,2987,30,223.0,115,28.0,286.0,43.653,3.551,43.639,3.574,2,Centres urbains intermédiaires,2.0,centres intermédiaires d'équipements et de services,"Gignacois, Gignacoise",https://fr.wikipedia.org/wiki/fr:Gignac (Hérault),https://villedereve.fr/ville/34114-gignac
12942,34115,Gorniès,Gorniès,à Gorniès,de Gorniès,gornies,GORNIÈS,COM,commune,76,Occitanie,34,Hérault,3411,Lodève,243400736,CC des Cévennes Gangeoises et Suménoises,11,Montpellier,34190,34190,07603,30007,34000,,0.0,HORS UNITE URBAINE,H,110,2910,29,4.0,448,176.0,940.0,43.888,3.624,43.884,3.625,7,Rural à habitat très dispersé,0.0,communes non pôle,Gorniésains,https://fr.wikipedia.org/wiki/fr:Gorniès,https://villedereve.fr/ville/34115-gornies
12943,34116,Grabels,Grabels,à Grabels,de Grabels,grabels,GRABELS,COM,commune,76,Occitanie,34,Hérault,3415,Montpellier-1,243400017,Montpellier Méditerranée Métropole,11,Montpellier,34790,"34790, 34987, 34184",07616,34172,34701,Montpellier,7.0,UNITE URBAINE,B,8973,1659,17,541.0,106,50.0,167.0,43.648,3.802,43.651,3.794,1,Grands centres urbains,2.0,centres intermédiaires d'équipements et de services,Grabellois,https://fr.wikipedia.org/wiki/fr:Grabels,https://villedereve.fr/ville/34116-grabels
12944,34117,Graissessac,Graissessac,à Graissessac,de Graissessac,graissessac,GRAISSESSAC,COM,commune,76,Occitanie,34,Hérault,3406,Clermont-l'Hérault,200042646,CC Grand Orb communauté de communes en Languedoc,11,Montpellier,34260,34260,07606,34032,34000,,0.0,HORS UNITE URBAINE,H,574,986,10,58.0,551,270.0,1001.0,43.68,3.092,43.686,3.085,6,Rural à habitat dispersé,1.0,centres locaux d'équipements et de services,Graissessacois,https://fr.wikipedia.org/wiki/fr:Graissessac,https://villedereve.fr/ville/34117-graissessac
12945,34118,Guzargues,Guzargues,à Guzargues,de Guzargues,guzargues,GUZARGUES,COM,commune,76,Occitanie,34,Hérault,3423,Saint-Gély-du-Fesc,200022986,CC du Grand Pic Saint-Loup,11,Montpellier,34820,34820,07616,34172,34000,,0.0,HORS UNITE URBAINE,H,492,1161,12,42.0,125,80.0,209.0,43.723,3.925,43.729,3.924,6,Rural à habitat dispersé,0.0,communes non pôle,Guzarguois,https://fr.wikipedia.org/wiki/fr:Guzargues,https://villedereve.fr/ville/34118-guzargues
12946,34119,Hérépian,Hérépian,à Hérépian,d'Hérépian,herepian,HÉRÉPIAN,COM,commune,76,Occitanie,34,Hérault,3406,Clermont-l'Hérault,200042646,CC Grand Orb communauté de communes en Languedoc,11,Montpellier,34600,34600,07606,34032,34304,Bédarieux,3.0,UNITE URBAINE,B,1525,887,9,172.0,258,178.0,520.0,43.594,3.115,43.592,3.118,5,Bourgs ruraux,1.0,centres locaux d'équipements et de services,Hérépiannais,https://fr.wikipedia.org/wiki/fr:Hérépian,https://villedereve.fr/ville/34119-herepian
12947,34120,Jacou,Jacou,à Jacou,de Jacou,jacou,JACOU,COM,commune,76,Occitanie,34,Hérault,3420,Montpellier - Castelnau-le-Lez,243400017,Montpellier Méditerranée Métropole,11,Montpellier,34830,"34830, 34178",07616,34172,34701,Montpellier,7.0,UNITE URBAINE,B,6823,339,3,2013.0,62,45.0,85.0,43.661,3.912,43.663,3.912,4,Ceintures urbaines,2.0,centres intermédiaires d'équipements et de services,Jacoumards,https://fr.wikipedia.org/wiki/fr:Jacou,https://villedereve.fr/ville/34120-jacou
12948,34121,Joncels,Joncels,à Joncels,de Joncels,joncels,JONCELS,COM,commune,76,Occitanie,34,Hérault,3406,Clermont-l'Hérault,200042646,CC Grand Orb communauté de communes en Languedoc,11,Montpellier,34650,34650,07616,34172,34000,,0.0,HORS UNITE URBAINE,H,266,4643,46,6.0,570,290.0,835.0,43.736,3.194,43.766,3.183,6,Rural à habitat dispersé,0.0,communes non pôle,Joncelois,https://fr.wikipedia.org/wiki/fr:Joncels,https://villedereve.fr/ville/34121-joncels
12949,34122,Jonquières,Jonquières,à Jonquières,de Jonquières,jonquieres,JONQUIÈRES,COM,commune,76,Occitanie,34,Hérault,3409,Gignac,243400694,CC Vallée de l'Hérault,11,Montpellier,34725,34725,07616,34172,34000,,0.0,HORS UNITE URBAINE,H,558,205,2,272.0,109,94.0,126.0,43.676,3.476,43.674,3.478,6,Rural à habitat dispersé,0.0,communes non pôle,Jonquiérois,https://fr.wikipedia.org/wiki/fr:Jonquières (Hérault),https://villedereve.fr/ville/34122-jonquieres
12950,34123,Juvignac,Juvignac,à Juvignac,de Juvignac,juvignac,JUVIGNAC,COM,commune,76,Occitanie,34,Hérault,3410,Lattes,243400017,Montpellier Méditerranée Métropole,11,Montpellier,34990,"34990, 34433",07616,34172,34701,Montpellier,7.0,UNITE URBAINE,B,12783,1096,11,1166.0,81,0.0,0.0,43.614,3.805,43.624,3.796,4,Ceintures urbaines,2.0,centres intermédiaires d'équipements et de services,Juvignacois,https://fr.wikipedia.org/wiki/fr:Juvignac,https://villedereve.fr/ville/34123-juvignac
12951,34124,Lacoste,Lacoste,à Lacoste,de Lacoste,lacoste,LACOSTE,COM,commune,76,Occitanie,34,Hérault,3406,Clermont-l'Hérault,243400355,CC du Clermontais,11,Montpellier,34800,34800,07616,34172,34301,Clermont-l'Hérault,3.0,UNITE URBAINE,B,308,753,8,41.0,149,40.0,266.0,43.646,3.436,43.657,3.423,6,Rural à habitat dispersé,0.0,communes non pôle,Coustoulins,https://fr.wikipedia.org/wiki/fr:Lacoste (Hérault),https://villedereve.fr/ville/34124-lacoste
12952,34125,Lagamas,Lagamas,à Lagamas,de Lagamas,lagamas,LAGAMAS,COM,commune,76,Occitanie,34,Hérault,3409,Gignac,243400694,CC Vallée de l'Hérault,11,Montpellier,34150,34150,07616,34172,34000,,0.0,HORS UNITE URBAINE,H,110,452,5,24.0,81,33.0,142.0,43.674,3.523,43.675,3.532,6,Rural à habitat dispersé,0.0,communes non pôle,Lagamasiens,https://fr.wikipedia.org/wiki/fr:Lagamas,https://villedereve.fr/ville/34125-lagamas
12953,34126,Lamalou-les-Bains,Lamalou-les-Bains,à Lamalou-les-Bains,de Lamalou-les-Bains,lamalou-les-bains,LAMALOU-LES-BAINS,COM,commune,76,Occitanie,34,Hérault,3406,Clermont-l'Hérault,200042646,CC Grand Orb communauté de communes en Languedoc,11,Montpellier,34240,34240,07606,34032,34304,Bédarieux,3.0,UNITE URBAINE,B,2454,623,6,394.0,255,175.0,600.0,43.593,3.081,43.596,3.084,5,Bourgs ruraux,2.0,centres intermédiaires d'équipements et de services,Lamalousien(ne)(s),https://fr.wikipedia.org/wiki/fr:Lamalou-les-Bains,https://villedereve.fr/ville/34126-lamalou-les-bains
12954,34127,Lansargues,Lansargues,à Lansargues,de Lansargues,lansargues,LANSARGUES,COM,commune,76,Occitanie,34,Hérault,3413,Mauguio,243400470,CA du Pays de l'Or,11,Montpellier,34130,34130,07616,34172,34125,Lansargues,1.0,UNITE URBAINE,I,3107,1853,19,168.0,5,0.0,16.0,43.651,4.073,43.636,4.083,5,Bourgs ruraux,1.0,centres locaux d'équipements et de services,Lansarguois,https://fr.wikipedia.org/wiki/fr:Lansargues,https://villedereve.fr/ville/34127-lansargues
12955,34128,Laroque,Laroque,à Laroque,de Laroque,laroque,LAROQUE,COM,commune,76,Occitanie,34,Hérault,3411,Lodève,243400736,CC des Cévennes Gangeoises et Suménoises,11,Montpellier,34190,34190,07616,34172,34212,Ganges,2.0,UNITE URBAINE,B,1655,671,7,247.0,225,124.0,490.0,43.924,3.721,43.926,3.733,3,Petites villes,1.0,centres locaux d'équipements et de services,Laroquois,https://fr.wikipedia.org/wiki/fr:Laroque (Hérault),https://villedereve.fr/ville/34128-laroque
12956,34129,Lattes,Lattes,à Lattes,de Lattes,lattes,LATTES,COM,commune,76,Occitanie,34,Hérault,3410,Lattes,243400017,Montpellier Méditerranée Métropole,11,Montpellier,34970,"34976, 34978, 34875, 34977, 34972, 34979, 34970, 34973, 34971, 34871, 34874, 34872",07616,34172,34701,Montpellier,7.0,UNITE URBAINE,B,17544,3230,32,543.0,7,0.0,0.0,43.568,3.902,43.564,3.902,1,Grands centres urbains,3.0,centres structurants d'équipements et de services,Lattois,https://fr.wikipedia.org/wiki/fr:Lattes,https://villedereve.fr/ville/34129-lattes
12957,34130,Laurens,Laurens,à Laurens,de Laurens,laurens,LAURENS,COM,commune,76,Occitanie,34,Hérault,3405,Cazouls-lès-Béziers,200071058,CC Les Avant-Monts,11,Montpellier,34480,34480,07606,34032,34000,,0.0,HORS UNITE URBAINE,H,1774,1658,17,107.0,172,117.0,228.0,43.524,3.196,43.522,3.2,5,Bourgs ruraux,1.0,centres locaux d'équipements et de services,Laurentiens,https://fr.wikipedia.org/wiki/fr:Laurens (Hérault),https://villedereve.fr/ville/34130-laurens
12958,34131,Lauret,Lauret,à Lauret,de Lauret,lauret,LAURET,COM,commune,76,Occitanie,34,Hérault,3411,Lodève,200022986,CC du Grand Pic Saint-Loup,11,Montpellier,34270,34270,07616,34172,34000,,0.0,HORS UNITE URBAINE,H,627,667,7,94.0,191,0.0,0.0,43.834,3.885,43.831,3.882,6,Rural à habitat dispersé,0.0,communes non pôle,Laurétains,https://fr.wikipedia.org/wiki/fr:Lauret (Hérault),https://villedereve.fr/ville/34131-lauret
12959,34132,Lauroux,Lauroux,à Lauroux,de Lauroux,lauroux,LAUROUX,COM,commune,76,Occitanie,34,Hérault,3411,Lodève,200017341,CC Lodévois et Larzac,11,Montpellier,34700,"34700, 34702",07616,34172,34000,,0.0,HORS UNITE URBAINE,H,202,2663,27,8.0,587,212.0,845.0,43.778,3.289,43.792,3.278,6,Rural à habitat dispersé,0.0,communes non pôle,Lauroussiens,https://fr.wikipedia.org/wiki/fr:Lauroux,https://villedereve.fr/ville/34132-lauroux
